Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications
Biology,Biologist,3.89,3,2,3,1,2,1,3,2,2,3,4,2,0,0
Law,Legal Secretary,2.86,6,1,4,0,9,0,4,10,4,3,2,0,0,0
Finance,Financial Analyst,2.83,9,0,1,1,5,1,3,0,2,4,9,2,3,0
Physics,Astronomer,3.84,1,0,0,0,9,1,3,3,0,1,4,0,4,1
Engineering,Civil Engineer,3.39,6,0,2,0,8,1,4,3,8,4,8,2,1,1
Finance,Credit Analyst,2.63,2,1,4,1,3,1,3,3,1,2,7,4,0,1
Marketing,Digital Marketing Specialist,2.74,4,2,0,0,5,1,1,8,3,1,3,3,3,0
Physics,Quantum Physicist,3.55,2,1,0,1,2,0,2,1,1,2,3,1,1,0
Finance,Financial Advisor,3.59,3,0,2,1,9,0,0,2,2,1,9,2,2,1
Law,Judge,2.1,6,1,0,1,2,1,4,7,3,1,4,1,0,0
Medicine,Pharmacist,3.5103790160619823,7,0,1,1,1,0,0,0,2,4,4,0,3,0
Physics,Astronomer,2.17,9,0,0,1,2,0,3,3,4,4,4,3,2,0
Computer Science,Game Developer,2.42,2,2,0,1,9,0,7,0,0,1,4,0,0,0
Computer Science,Web Developer,3.73,6,1,2,0,8,0,7,3,2,4,0,3,4,0
Psychology,Music Therapist,3.98,8,1,2,1,9,0,0,2,4,1,0,1,2,1
Art,Animator,2.77,1,2,3,1,4,1,3,1,0,2,2,4,4,1
Finance,Investment Banker,3.11,5,1,0,0,0,0,0,3,4,3,7,2,4,1
Physics,Nuclear Physicist,3.65,0,0,0,0,4,0,1,1,3,2,0,2,4,0
Business,Manager,2.21,1,2,1,0,8,0,4,7,0,2,0,0,3,1
Medicine,Pharmacist,3.7200355375332492,4,0,0,0,9,1,3,0,3,0,2,3,4,1
Engineering,Aerospace Engineer,3.07,2,1,2,0,5,1,4,3,8,0,10,2,3,1
Chemistry,Inorganic Chemist,3.11,8,0,3,1,9,0,0,4,4,3,1,1,1,1
Marketing,Marketing Manager,3.61,2,1,4,0,8,0,3,10,4,1,0,0,1,1
Art,Graphic Designer,2.98,7,1,5,0,1,1,0,1,4,3,3,1,4,1
Chemistry,Chemist,3.93,6,1,3,0,8,0,2,2,1,4,1,4,3,0
Art,Art Director,3.84,6,0,5,1,5,0,3,1,3,2,4,4,2,0
Marketing,Digital Marketing Specialist,3.49,6,1,1,0,0,0,1,9,1,0,0,1,1,1
Engineering,Chemical Engineer,3.16,6,0,3,1,9,0,1,3,9,4,7,0,4,0
Art,Illustrator,3.64,2,1,5,1,3,0,2,1,2,0,3,4,2,1
Architecture,Urban Planner,2.69,4,0,3,0,9,1,2,3,4,1,4,1,3,0
Chemistry,Physical Chemist,3.09,3,2,2,0,5,0,3,1,1,3,4,1,0,1
Education,Special Education Teacher,2.32,1,1,2,0,8,0,4,3,0,1,1,1,3,1
Biology,Ecologist,3.8,6,2,2,1,1,0,0,1,4,0,0,1,3,1
Art,Artist,2.13,5,1,4,1,2,1,4,4,4,1,1,4,4,1
Computer Science,Cybersecurity Analyst,2.12,3,0,0,0,1,1,8,1,1,2,1,1,4,1
Physics,Physicist,3.47,8,1,4,1,3,1,3,4,1,4,1,1,3,0
Marketing,Marketing Manager,3.61,5,0,1,1,5,1,1,7,0,0,2,3,3,1
Biology,Biochemist,3.78,7,1,4,1,8,0,4,3,3,3,0,0,4,1
Music,Conductor,2.87,8,0,4,1,7,1,4,3,1,0,3,4,4,1
Medicine,Surgeon,3.577886630290085,8,0,3,1,3,1,2,2,4,1,2,3,4,0
Law,Legal Analyst,3.43,8,2,3,0,9,0,3,8,0,2,0,4,2,1
Finance,Financial Advisor,3.93,6,1,1,1,5,0,1,4,2,4,9,1,3,0
Architecture,Urban Planner,3.9,4,2,1,1,2,1,1,4,2,0,3,1,1,0
Music,Sound Engineer,3.7,5,2,2,0,0,0,0,0,4,1,2,3,0,1
Education,Principal,3.81,1,2,4,1,4,1,0,4,4,4,3,2,2,1
Engineering,Acoustics Specialist,3.29,2,1,2,0,7,1,2,1,9,1,9,4,0,0
Music,Musician,2.89,7,2,0,0,8,0,1,0,2,3,3,2,2,1
Finance,Financial Analyst,2.37,4,0,0,0,3,0,4,4,1,0,7,0,2,1
Architecture,Landscape Architect,3.9,9,1,2,1,7,1,0,2,0,4,2,4,3,0
Architecture,Architectural Technologist,3.09,1,0,2,0,3,0,3,0,1,1,3,3,1,0
Engineering,Biomedical Engineer,3.02,1,0,0,1,8,1,0,2,9,4,10,4,2,0
Chemistry,Chemist,2.18,5,2,2,1,7,1,2,2,3,1,0,1,3,0
Music,Sound Engineer,2.68,9,2,0,1,9,0,3,4,3,3,2,1,2,0
Law,Legal Consultant,2.61,9,2,1,0,9,1,2,9,4,0,4,3,4,0
Physics,Astronomer,2.52,1,2,3,1,7,1,0,4,0,4,3,1,2,1
Engineering,Civil Engineer,3.88,6,2,0,1,5,1,2,0,9,4,10,2,1,0
Business,Entrepreneur,2.62,4,2,1,1,4,1,3,9,0,4,0,4,2,0
Engineering,Fluid Mechanics Engineer,2.67,4,0,2,0,2,1,3,3,7,3,8,1,2,0
Engineering,Mechanical Engineer,3.31,4,1,0,0,7,1,2,4,9,1,9,1,0,0
Architecture,Interior Designer,3.18,2,1,4,1,0,1,4,3,3,2,3,0,1,0
Art,Animator,2.65,6,0,4,1,5,1,3,2,2,0,1,4,2,1
Engineering,Civil Engineer,2.45,4,2,0,0,2,0,2,2,7,2,7,1,2,1
Education,Education Administrator,2.25,2,1,0,1,4,1,3,0,0,2,4,3,1,0
Marketing,Social Media Manager,2.6,2,0,0,0,1,1,4,10,1,4,1,0,2,1
Computer Science,Cybersecurity Analyst,2.22,3,2,2,0,2,1,9,0,0,4,3,1,2,1
Architecture,Architect,2.95,4,1,1,0,1,1,2,2,0,4,2,0,3,0
Law,Lawyer,2.37,8,0,3,0,7,1,1,7,1,4,2,3,4,0
Business,Entrepreneur,3.14,4,0,4,1,2,1,3,10,4,2,0,2,2,1
Medicine,Physician Assistant,3.6779788867353203,6,2,0,1,6,1,0,0,1,1,1,4,0,1
Chemistry,Organic Chemist,3.34,7,2,2,1,5,1,0,1,4,3,0,0,0,1
Education,Principal,3.63,6,0,1,0,5,0,0,3,3,0,4,4,2,1
Music,Musician,2.26,9,1,1,1,5,1,4,2,4,2,3,3,0,0
Chemistry,Inorganic Chemist,2.86,9,1,2,0,0,1,4,0,2,4,3,0,3,1
Chemistry,Chemist,3.77,6,1,4,0,6,1,2,1,3,4,2,2,4,1
Education,Teacher,3.39,7,1,1,0,4,1,2,2,4,0,3,4,4,0
Medicine,Doctor,3.9838714124168577,9,2,4,1,6,1,3,2,2,2,4,4,1,0
Architecture,Urban Planner,2.09,3,1,4,1,8,1,3,0,1,0,2,2,4,0
Finance,Investment Banker,3.74,1,0,2,1,3,0,0,3,4,0,10,1,3,1
Architecture,Landscape Architect,3.98,3,0,0,0,5,1,2,3,3,0,1,3,2,0
Architecture,Architect,3.84,7,1,3,0,8,0,3,3,2,3,2,2,3,1
Finance,Risk Analyst,2.87,1,0,3,0,8,1,3,0,1,2,9,3,3,1
Marketing,Marketing Specialist,3.28,6,2,1,0,9,1,1,9,4,3,1,3,4,0
Marketing,Market Research Analyst,3.11,2,0,0,0,3,0,3,7,3,4,4,3,1,1
Chemistry,Analytical Chemist,3.65,0,0,2,0,4,1,2,3,0,2,1,2,1,1
Art,Graphic Designer,2.3,1,2,4,1,6,0,0,3,3,1,4,3,1,0
Education,Principal,3.56,2,1,4,0,5,0,2,0,0,2,0,3,3,0
Art,Illustrator,3.46,4,0,4,0,0,1,1,1,2,4,4,1,4,1
Art,Animator,2.29,5,2,5,1,5,0,2,3,4,3,1,2,2,0
Biology,Biologist,3.72,7,2,4,0,5,0,2,1,3,0,1,3,2,1
Marketing,Digital Marketing Specialist,2.02,3,0,0,0,1,1,1,10,4,1,4,1,2,0
Architecture,Urban Planner,2.93,1,2,3,0,6,0,3,1,0,1,4,2,1,0
Chemistry,Chemist,2.39,6,0,3,1,3,0,3,3,2,3,3,0,0,1
Engineering,Electrical Engineer,2.84,7,1,1,0,7,1,4,2,7,1,8,2,3,1
Physics,Physicist,3.74,5,0,2,0,8,0,3,4,3,3,3,0,3,0
Computer Science,Data Scientist,3.15,5,2,2,1,2,0,7,2,2,0,2,0,2,0
Engineering,Aerospace Engineer,2.52,9,1,1,1,2,1,0,0,7,3,7,2,1,1
Architecture,Architect,2.82,5,1,0,1,3,1,2,2,2,4,2,3,0,1
Law,Lawyer,3.95,2,0,0,1,6,0,4,10,3,4,3,3,2,0
Education,Curriculum Developer,2.53,8,1,1,1,3,1,2,3,4,3,1,2,2,0
Music,Conductor,3.7,6,0,2,1,6,1,1,0,3,1,0,3,4,1
Law,Lawyer,2.92,9,1,4,0,1,1,0,10,0,1,4,1,3,1
Education,Teacher,3.37,5,2,4,1,3,1,2,4,1,3,3,1,1,1
Business,Construction Manager,3.86,9,2,0,1,9,0,0,7,1,4,2,4,4,0
Psychology,Psychologist,3.26,9,2,1,1,1,0,3,3,0,3,2,3,4,1
Finance,Financial Controller,3.15,3,2,3,1,5,1,2,4,4,0,8,3,0,1
Law,Legal Secretary,2.45,1,1,1,1,4,0,2,10,0,0,2,3,2,1
Education,Principal,3.28,7,0,0,1,1,0,2,2,2,0,1,0,2,1
Law,Judge,3.82,9,2,1,0,2,0,2,7,2,2,0,0,0,0
Physics,Physicist,3.61,4,0,4,1,5,1,4,2,1,1,3,4,0,1
Computer Science,Cybersecurity Analyst,3.2,4,0,3,1,2,0,9,4,3,0,1,4,1,1
Law,Legal Analyst,2.11,3,2,4,0,7,0,2,10,1,3,4,0,2,1
Law,Legal Consultant,2.32,2,0,4,1,8,0,2,7,4,4,2,4,2,0
Medicine,Surgeon,3.5977290001842,2,0,2,0,0,1,4,0,3,3,0,1,2,1
Art,Illustrator,2.32,5,0,3,1,3,1,1,1,1,2,2,2,3,1
Biology,Biotechnologist,2.52,6,0,2,1,6,1,0,2,2,4,0,4,1,1
Computer Science,Cybersecurity Analyst,3.73,5,2,3,0,7,0,7,2,4,4,1,3,2,0
Law,Lawyer,2.52,5,1,0,1,2,1,0,8,4,4,0,4,3,1
Education,Teacher,2.7,2,1,2,0,2,0,3,4,0,4,4,1,4,1
Physics,Physicist,3.22,7,1,2,1,1,1,2,0,0,3,0,4,0,1
Chemistry,Inorganic Chemist,3.03,3,1,2,0,0,0,0,0,3,1,2,4,1,1
Engineering,Mechanical Engineer,2.39,7,0,4,1,3,1,4,2,10,4,9,1,2,1
Engineering,Fluid Mechanics Engineer,3.51,9,1,4,1,2,0,0,4,9,3,10,3,2,0
Art,Artist,2.71,6,1,3,1,4,0,1,3,0,0,2,0,2,0
Engineering,Acoustics Specialist,3.86,9,2,0,0,8,1,1,1,9,1,9,1,0,1
Psychology,Art Therapist,3.0,1,1,1,1,0,1,4,0,2,0,3,3,4,0
Business,Human Resources Specialist,2.82,9,0,1,1,9,1,3,9,4,4,2,0,3,0
Finance,Financial Analyst,2.38,8,1,2,1,6,1,4,2,1,1,10,2,4,0
Biology,Microbiologist,3.73,3,2,4,0,5,1,0,3,4,0,3,0,3,1
Art,Art Director,3.85,9,0,4,1,0,0,3,1,3,4,1,1,1,0
Business,Entrepreneur,2.93,3,0,3,1,5,1,3,8,0,2,2,0,3,1
Education,Special Education Teacher,2.46,8,0,4,1,1,0,1,1,0,1,3,0,1,1
Biology,Biologist,3.76,9,2,4,1,5,0,3,2,0,4,2,2,0,1
Architecture,Urban Planner,2.57,6,1,1,0,2,1,4,4,0,1,1,0,2,1
Art,Animator,2.28,4,2,5,0,5,0,0,4,0,2,4,1,2,0
Biology,Microbiologist,2.32,4,0,2,1,8,0,2,2,0,1,1,1,4,1
Biology,Biologist,3.3,3,2,4,1,5,0,4,2,2,3,0,1,0,0
Chemistry,Organic Chemist,3.05,7,2,0,1,7,1,4,4,4,4,2,0,3,1
Finance,Investment Banker,2.57,0,1,2,0,1,0,0,4,2,2,7,2,0,0
Marketing,Market Research Analyst,3.99,4,2,3,0,4,1,3,7,4,2,3,1,3,1
Finance,Actuary,2.89,9,2,2,1,5,1,0,1,0,1,7,2,2,0
Business,Construction Manager,2.9,0,0,0,0,4,1,4,9,1,3,3,0,1,1
Physics,Nuclear Physicist,3.89,0,2,3,0,8,0,1,0,4,0,3,0,4,0
Education,Education Administrator,3.43,7,2,0,0,8,1,0,2,1,1,3,3,4,1
Business,Manager,3.58,2,0,2,0,3,0,3,9,2,0,1,3,4,1
Architecture,Urban Planner,3.49,9,0,4,0,8,1,0,4,0,1,0,0,3,0
Physics,Nuclear Physicist,3.89,2,0,3,1,4,1,0,0,4,4,3,1,2,1
Law,Paralegal,2.7,3,1,1,0,5,0,3,10,2,3,2,2,3,0
Biology,Biotechnologist,2.14,1,1,0,1,5,0,0,3,1,2,3,4,4,1
Physics,Astronomer,2.77,7,1,0,1,6,1,3,2,4,4,2,3,0,1
Engineering,Biomedical Engineer,3.46,6,0,2,0,8,0,4,1,8,1,8,4,3,0
Finance,Actuary,2.84,8,1,1,1,9,1,4,1,2,2,10,4,3,0
Art,Animator,3.72,6,1,4,1,1,0,1,4,3,3,2,0,3,1
Education,Teacher,3.03,0,2,1,1,7,0,1,2,2,0,1,2,4,0
Music,Conductor,2.49,5,2,3,0,8,1,0,2,2,2,1,0,4,0
Marketing,Social Media Manager,3.76,2,0,1,1,6,0,2,8,4,3,2,1,2,0
Medicine,Doctor,3.7917107595092174,1,0,0,0,3,1,1,1,3,2,1,4,3,0
Chemistry,Inorganic Chemist,3.98,2,0,2,0,9,1,4,4,0,1,2,1,0,0
Art,Illustrator,3.4,1,1,5,1,8,1,2,3,1,0,3,3,2,1
Physics,Physicist,3.51,3,2,1,0,4,0,1,0,0,1,0,1,0,0
Music,Composer,2.34,6,0,3,1,5,1,4,0,4,0,0,3,0,1
Finance,Financial Analyst,2.28,9,2,3,0,2,1,4,0,3,3,8,0,4,0
Engineering,Biomedical Engineer,3.59,9,0,1,1,6,1,0,1,8,4,7,3,1,0
Business,Manager,2.95,6,0,0,1,8,0,2,7,2,1,3,2,2,1
Business,Construction Manager,2.81,0,1,2,0,7,1,1,9,2,2,2,2,4,1
Art,Artist,3.89,4,2,3,0,2,1,4,2,3,4,4,3,4,0
Education,Principal,2.66,8,2,2,1,0,1,4,4,2,2,4,4,4,1
Computer Science,Data Scientist,3.9,1,1,4,1,3,1,8,2,2,2,3,4,3,0
Education,Special Education Teacher,2.27,9,1,4,1,1,0,0,3,4,2,1,1,1,1
Education,Teacher,2.15,0,0,2,1,8,1,0,0,0,1,0,3,0,1
Business,Construction Manager,2.16,0,1,4,0,2,1,3,8,3,2,3,1,3,0
Biology,Biochemist,2.63,2,1,0,0,7,1,3,3,4,2,2,3,2,0
Computer Science,Software Developer,3.95,9,2,4,1,7,0,7,2,1,4,0,1,3,0
Finance,Financial Advisor,3.4,7,2,4,0,4,1,4,3,2,4,10,3,0,1
Music,Music Teacher,3.1,8,0,1,0,7,1,2,1,1,1,2,3,0,0
Computer Science,Cybersecurity Analyst,2.35,9,2,4,1,5,0,7,2,1,0,3,3,1,1
Biology,Biochemist,3.66,5,1,3,0,2,1,1,3,2,1,0,1,4,0
Biology,Biochemist,2.01,9,0,4,0,9,0,3,1,3,1,2,4,4,0
Architecture,Urban Planner,3.14,5,0,1,0,4,1,3,1,2,0,2,4,1,0
Art,Graphic Designer,3.87,8,0,3,0,8,1,4,0,0,2,0,0,4,1
Psychology,Forensic Psychologist,3.88,9,0,0,1,4,0,1,3,0,4,0,4,1,0
Law,Legal Analyst,3.66,3,0,2,0,1,1,1,9,1,4,4,3,3,0
Computer Science,Software Developer,3.66,4,1,4,1,1,0,8,2,0,1,2,3,1,1
Psychology,Counselor,2.34,1,1,3,1,8,0,3,3,0,3,0,3,0,0
Psychology,Clinical Psychologist,3.46,3,2,2,1,6,0,4,0,4,2,1,4,1,0
Computer Science,Web Developer,3.18,2,2,2,1,6,0,9,2,2,2,1,4,1,1
Computer Science,AI Researcher,3.73,8,1,3,0,5,1,9,4,1,0,4,3,4,1
Art,Illustrator,2.42,4,0,4,1,9,1,0,0,0,4,4,3,3,0
Computer Science,Web Developer,3.52,0,1,0,1,8,0,8,2,3,3,4,4,1,0
Biology,Geneticist,2.31,0,2,3,0,8,1,2,2,4,1,4,1,2,0
Music,Music Teacher,3.45,8,2,1,0,2,1,4,0,2,1,4,1,1,0
Physics,Physicist,3.31,7,1,0,1,8,1,1,1,2,3,2,2,2,1
Education,Curriculum Developer,2.95,1,2,3,0,0,0,0,4,1,2,1,3,0,0
Chemistry,Inorganic Chemist,3.76,2,1,2,0,5,1,2,0,3,0,0,4,3,1
Marketing,Marketing Specialist,3.14,1,2,2,1,6,0,2,8,1,1,1,0,2,0
Biology,Biochemist,2.2,5,2,2,0,7,1,4,4,1,4,1,4,1,1
Medicine,Pharmacist,3.9078726903130603,7,1,1,1,5,1,0,3,0,1,2,4,1,0
Art,Animator,4.0,3,2,5,1,6,1,4,4,4,2,0,1,0,0
Architecture,Interior Designer,3.14,9,2,2,0,6,0,0,1,3,0,3,2,4,0
Biology,Ecologist,2.23,8,0,0,0,4,0,4,1,2,0,2,4,3,1
Physics,Quantum Physicist,3.3,9,2,4,1,6,0,1,2,3,2,0,0,2,0
Finance,Investment Banker,3.65,8,0,3,1,8,1,3,4,1,4,7,4,3,1
Finance,Investment Banker,3.68,4,0,0,0,8,1,0,2,4,4,7,2,3,0
Law,Judge,3.96,6,2,1,1,2,0,4,7,0,1,2,0,2,0
Art,Artist,3.11,5,1,5,1,9,1,1,0,4,2,2,3,4,0
Business,Construction Manager,3.85,8,2,2,0,9,1,3,9,1,0,2,3,0,1
Business,Entrepreneur,2.96,6,2,2,1,8,0,1,7,4,4,2,3,3,0
Engineering,Biomedical Engineer,3.79,5,0,0,1,6,0,0,3,7,2,7,0,3,1
Art,Art Director,2.34,3,2,5,0,7,1,0,1,3,0,0,0,3,1
Marketing,Brand Manager,2.6,6,0,3,1,9,1,3,7,0,4,2,0,1,0
Biology,Ecologist,3.49,9,1,1,1,1,0,1,2,0,2,0,0,0,0
Chemistry,Chemist,3.53,8,2,3,1,4,0,4,3,3,3,3,3,2,1
Art,Graphic Designer,2.17,0,2,3,1,8,0,3,1,2,3,4,1,1,0
Education,Curriculum Developer,3.34,0,2,2,1,5,1,0,4,4,4,2,2,1,0
Art,Art Director,3.28,5,0,5,1,0,1,1,2,1,3,1,0,2,0
Business,Entrepreneur,2.12,0,1,1,1,1,0,1,10,2,1,2,2,0,1
Education,Principal,3.68,8,2,3,0,4,1,3,2,3,2,2,0,3,1
Music,Sound Engineer,3.77,7,1,2,1,4,0,4,0,4,4,4,0,1,0
Medicine,Physician Assistant,3.6325406421692863,5,1,4,1,0,0,0,3,4,0,2,3,4,0
Psychology,Music Therapist,2.32,4,1,2,1,3,1,4,3,0,0,2,3,0,0
Art,Illustrator,3.82,3,0,5,0,7,0,2,1,4,2,4,2,2,0
Music,Music Teacher,3.34,5,0,2,1,4,0,2,4,4,1,1,3,1,0
Psychology,Psychologist,3.97,3,2,2,1,4,1,3,4,2,2,1,0,2,1
Business,Manager,3.44,5,2,3,0,0,1,1,9,0,1,4,2,1,0
Computer Science,AI Researcher,3.93,6,2,4,1,5,0,9,4,3,3,4,1,1,0
Business,Human Resources Specialist,3.03,2,2,4,1,5,0,3,7,1,3,2,0,2,0
Music,Musician,3.56,8,2,1,0,5,1,2,1,0,0,3,2,3,1
Biology,Microbiologist,2.3,7,2,1,0,5,1,3,2,3,2,4,2,1,0
Physics,Physicist,2.98,5,1,0,0,1,0,2,2,0,2,3,4,2,0
Education,Principal,2.87,7,0,0,0,6,1,3,2,4,4,4,0,2,1
Chemistry,Organic Chemist,3.72,9,0,1,0,0,1,4,1,4,4,3,4,3,0
Marketing,Advertising Manager,2.09,0,0,2,1,7,0,2,8,4,0,2,3,3,1
Law,Lawyer,3.72,7,2,2,1,0,1,1,10,4,4,1,0,2,1
Engineering,Mechanical Engineer,2.68,8,2,2,1,9,1,1,3,9,3,7,0,4,1
Education,Principal,2.42,9,0,1,1,2,0,4,4,2,0,0,3,1,1
Marketing,Market Research Analyst,3.06,0,2,2,1,3,0,3,7,2,1,0,3,2,1
Physics,Astronomer,2.16,1,1,4,0,9,0,0,3,0,0,4,1,2,1
Finance,Financial Analyst,2.01,8,2,1,1,0,0,3,3,3,2,8,1,0,1
Finance,Risk Analyst,3.38,5,2,2,1,1,1,2,3,4,1,7,3,3,1
Medicine,Nurse,3.743606003460957,9,1,0,1,7,1,3,3,3,4,4,1,0,1
Art,Art Director,2.22,3,0,5,0,3,0,1,2,4,2,3,3,2,1
Psychology,School Counselor,2.84,6,0,1,0,1,0,2,2,3,1,2,0,1,0
Education,Principal,3.71,5,1,3,1,6,1,3,2,4,1,0,3,0,1
Marketing,Social Media Manager,2.75,6,0,4,1,7,1,3,9,2,1,3,0,3,0
Computer Science,Web Developer,2.05,4,2,3,0,0,1,7,2,2,0,0,3,1,1
Art,Illustrator,2.55,4,1,4,1,8,1,2,1,3,3,0,3,2,1
Architecture,Architectural Technologist,3.51,0,2,3,0,2,1,2,4,3,1,1,1,0,0
Biology,Biochemist,3.81,4,0,4,0,6,0,2,1,2,2,2,3,3,1
Chemistry,Inorganic Chemist,3.78,7,1,1,1,4,1,0,3,2,4,3,2,2,1
Psychology,Music Therapist,3.1,9,1,4,1,4,0,2,2,0,2,2,0,1,1
Music,Music Teacher,3.51,9,0,1,1,6,0,0,3,2,3,2,2,0,0
Law,Legal Secretary,2.73,9,1,2,0,3,1,3,7,0,4,0,4,2,0
Architecture,Landscape Architect,2.87,2,1,2,0,1,1,4,4,0,3,1,4,2,0
Law,Legal Consultant,2.72,3,0,1,1,4,1,4,8,1,1,3,0,0,1
Architecture,Landscape Architect,2.07,8,0,1,0,0,0,2,3,1,3,2,2,3,1
Marketing,Digital Marketing Specialist,2.83,6,1,1,1,4,1,2,9,0,2,4,1,1,0
Physics,Physicist,3.1,9,1,1,0,5,1,3,2,0,1,1,3,4,1
Law,Lawyer,2.59,8,1,1,0,1,1,4,8,1,4,0,3,3,0
Marketing,Marketing Specialist,2.9,2,1,3,1,5,0,2,8,4,1,4,4,2,0
Finance,Financial Advisor,2.6,6,0,2,1,5,1,0,3,1,3,7,1,0,0
Engineering,Chemical Engineer,3.14,0,1,0,0,8,0,4,2,10,2,8,2,0,1
Finance,Financial Analyst,3.48,2,0,4,1,2,0,3,2,0,2,9,1,2,0
Art,Graphic Designer,2.48,5,1,4,0,3,0,0,2,2,3,2,3,4,0
Law,Lawyer,2.07,4,0,4,1,5,0,1,9,3,3,0,4,0,0
Medicine,Doctor,3.5315531845577732,9,0,4,1,1,0,3,0,0,2,2,0,3,1
Computer Science,Data Scientist,3.08,1,0,4,0,5,0,8,3,3,2,3,0,0,0
Law,Legal Analyst,3.78,7,1,1,1,9,0,1,10,1,0,0,0,1,1
Marketing,Marketing Specialist,2.31,7,0,4,0,1,0,1,7,2,0,4,4,3,0
Art,Art Director,3.87,5,1,4,0,6,1,2,1,1,3,0,2,4,0
Computer Science,Software Developer,3.26,5,2,0,0,7,1,9,3,2,4,1,2,0,0
Physics,Astronomer,2.32,3,0,0,0,9,0,4,1,4,1,3,1,1,1
Business,Construction Manager,4.0,1,0,1,1,3,0,4,10,0,4,0,0,1,1
Medicine,Surgeon,3.7284089022780678,9,2,0,1,6,0,1,4,4,3,0,0,3,1
Business,Construction Manager,3.67,1,0,2,0,8,1,3,10,1,4,3,2,1,0
Law,Legal Consultant,3.67,4,0,2,1,1,1,3,9,3,1,3,1,1,1
Biology,Microbiologist,3.75,5,1,0,0,2,1,2,1,0,1,3,2,0,0
Engineering,Aerospace Engineer,3.28,0,0,1,1,4,1,2,3,10,4,7,3,4,1
Physics,Astronomer,2.53,8,2,2,0,7,1,4,1,2,4,1,3,0,0
Education,Principal,2.66,5,0,1,0,4,0,2,2,2,0,4,4,3,1
Art,Graphic Designer,3.94,9,0,3,1,7,0,3,4,2,4,1,4,1,1
Law,Judge,2.04,5,0,0,0,3,0,4,9,2,1,0,0,2,1
Engineering,Mechanical Engineer,2.46,2,1,1,1,8,1,2,3,10,3,7,3,3,0
Chemistry,Physical Chemist,3.21,2,2,0,0,2,1,2,1,1,4,2,2,2,1
Marketing,Digital Marketing Specialist,3.46,2,0,4,1,7,1,0,10,4,2,0,0,3,1
Law,Lawyer,3.96,9,1,2,1,8,1,1,7,1,3,4,2,3,0
Medicine,Doctor,3.631204188244651,9,2,1,1,3,0,3,0,2,4,2,1,1,1
Finance,Accountant,3.61,5,0,2,0,1,1,0,4,1,3,7,1,4,1
Engineering,Mechanical Engineer,2.89,5,2,4,0,7,1,4,4,9,0,10,1,4,1
Engineering,Electrical Engineer,3.82,2,1,0,1,7,1,1,4,7,0,8,0,4,0
Computer Science,AI Researcher,2.51,6,0,0,1,3,1,8,4,0,1,3,3,3,0
Law,Legal Secretary,3.38,2,1,0,0,0,0,0,8,1,3,3,2,2,0
Engineering,Fluid Mechanics Engineer,2.07,5,1,1,1,6,1,3,3,7,0,10,0,3,0
Physics,Astronomer,2.36,5,2,4,0,1,0,2,0,2,4,2,4,0,1
Physics,Quantum Physicist,3.51,9,0,0,0,1,1,0,2,3,0,4,0,4,0
Music,Sound Engineer,3.57,6,0,4,1,5,0,0,0,0,4,4,1,3,1
Education,Special Education Teacher,2.63,8,0,1,0,9,0,2,1,3,4,2,4,3,1
Education,Teacher,2.73,1,2,2,1,9,1,2,4,1,0,3,4,1,1
Computer Science,Data Scientist,2.36,9,1,0,0,8,1,8,2,2,1,3,3,3,1
Architecture,Urban Planner,2.53,2,1,3,0,7,0,2,4,4,4,0,1,2,1
Chemistry,Organic Chemist,2.55,3,0,1,0,6,1,1,1,2,0,2,3,2,1
Education,Special Education Teacher,3.58,7,0,0,1,1,0,2,0,4,1,3,3,2,1
Marketing,Marketing Manager,2.89,5,1,1,0,4,1,0,9,4,1,2,3,1,0
Medicine,Dentist,3.85043284862194,3,2,1,0,1,1,4,3,1,2,3,1,2,0
Art,Illustrator,3.5,0,1,4,0,2,0,2,0,2,1,4,0,2,0
Biology,Geneticist,3.04,7,0,2,1,3,0,0,4,2,1,2,2,2,0
Medicine,Doctor,3.727824774719939,7,2,3,0,3,0,4,3,2,4,1,0,4,1
Chemistry,Analytical Chemist,3.78,3,1,0,1,4,1,0,1,1,0,3,3,4,1
Finance,Financial Analyst,2.48,9,2,3,0,9,1,4,2,3,0,9,1,0,1
Medicine,Nurse,3.6409591777986257,7,1,1,0,9,0,4,3,3,3,0,3,1,1
Marketing,Marketing Manager,2.36,4,1,1,0,1,1,2,10,3,2,2,2,1,1
Art,Graphic Designer,3.13,9,2,3,0,6,1,4,0,4,4,4,1,1,1
Music,Conductor,2.95,6,0,0,1,8,1,4,4,2,0,4,0,3,0
Architecture,Architect,2.41,2,1,4,1,7,0,2,4,2,0,4,0,0,1
Psychology,Art Therapist,3.04,1,2,1,1,5,0,0,2,4,0,4,0,4,1
Medicine,Doctor,3.773203537106066,8,1,1,1,3,1,3,2,1,2,1,3,0,1
Art,Animator,2.06,7,2,5,0,9,1,1,1,4,4,0,3,0,0
Physics,Physicist,3.35,9,2,0,0,7,1,3,2,4,4,1,0,1,0
Engineering,Electrical Engineer,2.51,8,2,2,0,1,1,0,4,10,1,8,2,4,1
Engineering,Electrical Engineer,3.11,0,0,3,0,6,1,2,2,8,1,8,1,2,0
Psychology,Counselor,3.88,4,2,2,0,1,0,4,4,3,2,1,3,2,0
