field,career,gpa,extracurricular_activities,internships,projects,leadership_positions,field_specific_courses,research_experience,coding_skills,communication_skills,problem_solving_skills,teamwork_skills,analytical_skills,presentation_skills,networking_skills,industry_certifications
4,72,3.1,0,0,3,1,2,1,0,0,1,0,1,2,3,1
3,58,3.13,3,1,0,0,0,0,1,10,4,0,0,2,1,0
7,19,2.98,9,2,4,0,6,0,1,1,9,0,7,2,2,1
8,78,2.29,5,0,0,1,2,1,2,2,3,0,9,0,0,0
3,37,2.28,5,0,3,0,0,1,2,10,3,3,2,1,3,0
4,69,3.33,0,0,4,1,6,1,4,1,2,1,2,1,2,1
14,48,2.67,1,1,4,1,1,1,3,1,4,3,4,4,0,0
4,49,3.86,8,1,1,0,1,0,2,4,1,1,4,3,1,1
12,23,2.05,6,1,1,0,4,1,3,4,0,4,4,4,2,0
2,89,2.62,7,0,2,1,9,0,3,2,2,2,2,1,4,0
13,13,3.82,7,1,3,1,0,1,2,1,3,3,1,0,3,1
8,78,2.87,1,1,3,0,4,1,0,0,2,4,8,4,1,1
12,24,2.26,9,1,0,0,2,1,0,0,1,3,2,2,4,1
13,74,2.91,5,1,2,1,6,0,0,2,1,0,4,3,0,0
12,83,2.88,5,0,3,1,9,1,0,4,1,0,4,4,1,1
7,2,3.81,5,1,4,1,2,0,0,2,9,3,10,4,2,1
13,13,3.98,1,0,0,0,7,1,1,1,1,1,2,1,3,0
3,58,2.58,1,1,0,0,0,1,2,10,1,0,2,0,0,0
13,67,2.45,4,2,1,0,8,1,0,1,3,4,4,3,2,0
5,30,3.51,8,1,1,1,3,0,10,1,3,4,1,2,1,1
14,76,2.49,9,1,1,1,0,0,2,0,1,3,3,3,1,1
14,48,2.54,9,1,0,1,6,0,1,1,4,1,1,0,3,0
12,66,2.55,7,0,1,0,3,0,4,4,0,1,0,3,2,0
8,51,3.76,0,0,0,0,4,1,4,1,3,2,10,1,4,0
14,42,2.86,9,2,4,1,3,1,3,4,4,0,4,1,0,1
5,88,2.7,8,2,1,0,3,1,9,0,1,0,4,2,3,1
4,69,2.55,2,1,4,1,9,0,3,1,1,1,0,1,3,1
9,55,3.25,3,1,4,0,7,0,3,8,3,0,2,3,4,0
5,0,3.71,7,0,2,0,4,1,7,4,3,1,0,0,3,0
13,67,2.37,0,2,3,1,8,1,0,3,3,4,0,0,1,1
2,17,3.24,5,1,3,1,1,0,2,0,4,3,1,4,2,0
13,77,3.02,6,0,0,0,4,1,0,2,1,3,0,3,4,0
1,10,2.88,2,2,4,0,0,1,1,4,2,1,1,4,4,0
9,55,2.06,7,0,0,0,0,1,4,9,4,2,0,0,0,1
14,48,2.68,6,1,1,1,6,1,0,2,3,4,1,0,3,1
13,67,3.44,1,2,0,1,1,0,4,0,4,4,2,3,3,0
9,70,3.64,6,0,4,1,2,0,2,7,3,0,3,3,2,0
1,10,2.57,8,0,3,0,4,1,0,1,2,1,1,1,3,0
4,49,2.97,2,0,1,0,3,0,2,2,0,1,4,3,0,1
9,57,2.44,1,2,1,1,4,1,4,10,0,2,3,0,3,1
2,63,2.41,3,1,2,1,1,0,4,2,4,4,4,4,1,0
1,47,2.99,4,0,3,1,8,1,0,0,4,3,1,2,1,1
5,30,2.15,1,2,0,0,9,1,8,1,2,4,4,2,0,0
12,64,2.61,9,2,4,1,5,1,4,2,1,1,4,2,2,1
8,51,3.08,2,0,2,0,5,1,2,4,3,3,8,1,4,0
10,59,2.84,2,0,2,0,7,0,1,8,3,3,2,3,4,0
9,56,2.12,7,0,2,1,0,0,0,8,4,4,4,2,1,0
1,7,2.66,1,1,4,0,3,1,3,0,4,1,2,2,0,1
13,13,3.32,5,0,2,1,9,0,4,0,3,4,1,3,4,0
14,11,2.54,6,1,1,0,2,1,4,2,3,2,2,4,2,1
0,50,2.84,8,2,0,1,0,0,1,1,2,4,4,0,2,0
14,48,3.45,2,2,4,0,9,0,1,0,1,2,1,0,0,1
12,24,3.89,9,0,2,0,9,1,1,0,4,0,4,0,1,0
7,2,2.01,6,1,1,1,9,0,4,1,8,3,8,1,3,0
11,85,3.5926769878609246,6,2,0,0,1,0,2,3,3,4,3,0,4,1
1,45,2.86,9,0,4,1,7,1,0,1,0,3,2,2,3,0
5,88,2.1,1,2,4,1,1,0,7,2,2,0,1,3,3,1
2,14,3.71,4,2,2,0,4,0,4,1,3,1,1,2,3,1
7,2,2.81,1,2,2,0,2,1,4,1,9,3,10,4,1,1
6,28,2.86,7,2,4,0,6,0,4,1,4,2,3,4,1,0
0,87,2.15,1,2,1,1,5,0,4,2,2,3,0,4,0,1
11,31,3.659127498639711,6,1,3,0,3,0,0,3,3,4,1,4,3,0
4,49,2.48,8,0,2,1,5,0,3,1,1,4,4,2,4,1
1,7,3.74,7,0,4,0,5,0,1,3,1,1,4,3,3,0
5,82,3.86,9,1,0,0,1,0,8,4,2,2,1,3,3,0
3,37,2.56,8,1,0,0,2,0,2,8,0,4,2,1,1,1
14,80,2.65,3,2,2,0,5,1,4,3,2,3,0,3,2,0
1,10,3.26,3,2,5,0,8,1,2,4,3,3,2,0,3,1
2,17,3.22,3,0,3,0,5,0,4,0,3,2,3,1,1,1
9,56,2.13,6,1,3,0,3,1,0,7,1,3,0,4,4,0
8,51,2.47,8,2,3,0,8,1,0,4,2,4,9,0,0,0
0,8,3.24,7,1,4,0,9,1,0,0,3,2,2,1,1,0
3,58,3.39,4,2,0,1,5,1,3,7,3,1,3,2,4,1
8,3,2.09,3,0,2,0,0,0,1,4,4,4,9,0,4,1
1,7,2.86,1,2,4,0,8,1,1,2,4,0,1,1,2,1
2,44,3.95,3,1,4,0,1,0,1,2,0,4,4,2,2,1
5,82,2.75,1,0,1,0,5,1,7,3,4,2,4,0,0,0
8,3,3.14,5,1,2,1,6,0,4,2,1,4,9,2,3,0
4,72,3.14,4,2,1,1,8,0,4,3,3,3,4,4,4,0
13,13,3.79,8,2,4,0,3,1,1,4,1,4,2,1,4,1
9,52,2.48,4,2,4,0,5,0,4,10,1,1,1,2,1,1
3,25,2.35,9,2,0,1,5,0,0,7,0,1,0,3,1,0
13,77,2.09,4,2,4,0,7,1,1,3,1,0,1,1,2,1
3,46,3.03,7,0,4,0,2,1,2,7,0,1,3,3,3,1
1,10,2.5,6,0,5,1,5,0,1,2,0,2,0,2,4,0
0,8,2.6,3,0,1,1,1,0,0,0,2,0,3,1,2,0
6,75,3.36,9,0,1,1,2,1,4,1,0,2,2,0,3,0
6,86,3.2,1,0,1,0,9,1,1,3,0,4,2,3,4,1
13,77,2.88,3,0,0,1,4,0,2,4,0,2,1,1,2,0
2,63,3.47,8,2,3,0,3,1,1,1,4,4,4,2,3,0
1,10,3.92,9,1,4,1,4,0,4,0,4,1,1,2,3,0
4,6,2.7,3,0,2,0,4,0,3,1,0,2,0,2,4,0
0,9,2.12,2,0,4,0,1,1,3,4,2,0,3,0,2,0
7,2,3.69,8,0,4,1,8,0,0,2,7,1,7,0,3,0
7,21,2.4,4,1,3,0,4,0,3,4,10,3,7,4,2,1
5,88,3.41,9,1,0,0,7,1,10,3,1,4,0,4,0,0
2,89,2.59,9,2,1,0,9,1,3,4,4,3,4,1,4,1
13,77,3.1,0,0,4,1,7,1,2,2,1,2,4,0,0,1
5,29,2.49,6,0,1,1,7,0,10,0,4,4,2,3,1,0
12,24,3.55,10,0,0,1,9,0,0,2,1,4,1,1,0,0
8,38,3.47,1,0,0,1,2,1,4,3,1,4,9,4,2,1
7,41,2.88,4,1,2,0,2,0,2,0,8,4,10,1,1,0
5,88,2.24,2,1,1,0,9,0,10,0,2,0,2,4,2,0
12,23,3.24,10,2,1,1,8,0,0,4,4,4,4,3,4,1
3,58,3.84,5,0,4,1,1,1,0,8,0,0,4,4,4,0
3,46,2.93,0,1,0,1,0,0,2,9,0,1,2,4,4,0
3,46,2.36,0,2,0,0,9,1,4,10,1,1,2,4,4,1
13,13,2.54,0,1,3,1,6,1,0,0,3,3,1,3,4,1
14,48,3.07,9,0,1,0,4,0,2,2,3,4,3,1,0,0
2,34,3.24,9,1,1,0,0,1,0,3,0,0,1,3,3,0
9,52,2.82,3,0,1,1,4,0,4,7,2,2,2,3,0,0
4,72,3.23,7,0,2,1,2,1,1,2,3,3,2,2,4,1
14,26,2.7,2,2,0,0,9,0,1,1,0,2,4,2,3,0
6,35,2.57,1,2,2,1,6,0,1,2,2,2,0,0,3,1
8,38,2.88,4,0,2,0,7,1,2,1,4,3,8,1,4,1
13,67,3.04,3,0,1,1,5,0,2,0,4,0,1,3,3,0
11,68,3.791509323722068,2,0,1,1,0,1,1,4,0,1,4,2,0,0
2,17,2.53,0,0,3,1,9,1,4,0,4,3,4,2,1,1
11,33,3.970995723441936,3,1,4,1,1,0,0,1,2,3,1,3,3,0
10,4,2.7,3,1,0,0,9,1,3,10,3,2,3,3,3,1
7,36,2.91,3,2,2,1,9,1,3,4,10,0,9,1,1,0
14,65,3.86,1,1,3,0,4,1,0,0,4,2,3,0,0,1
9,52,3.22,0,2,2,0,9,0,4,9,3,0,1,3,0,0
6,28,2.99,2,0,1,0,0,0,0,4,1,0,3,2,3,0
1,47,3.0,4,0,4,0,4,1,2,3,4,0,4,2,1,0
10,81,3.93,4,1,4,0,6,0,4,9,2,4,1,0,4,0
13,77,2.52,2,2,2,0,5,0,3,1,1,4,4,3,2,0
7,21,2.42,9,0,4,0,9,0,3,0,10,3,7,3,0,1
8,3,2.95,1,1,1,0,9,0,3,0,0,3,8,1,3,1
9,52,2.07,8,1,1,0,6,1,1,9,3,4,0,1,4,1
1,12,2.21,4,2,5,0,0,1,0,0,1,1,1,3,3,0
7,5,3.76,0,0,4,0,1,1,0,4,10,3,10,4,2,0
10,18,2.68,9,0,4,1,1,0,0,7,4,3,1,4,1,1
13,74,2.76,1,2,1,0,1,0,2,0,4,0,1,1,1,0
10,81,2.13,6,0,4,1,4,1,0,9,2,4,2,1,0,0
6,35,3.03,6,1,1,1,8,1,1,2,1,0,4,1,2,0
14,22,2.29,9,2,4,0,2,0,2,0,1,0,3,3,0,1
6,84,3.75,1,1,1,0,6,1,1,4,0,1,3,3,1,0
4,6,3.76,3,1,0,0,3,0,3,2,1,4,2,4,1,1
12,64,2.86,7,0,1,1,3,1,2,0,1,2,3,3,2,1
12,66,3.5,7,0,0,0,9,0,1,0,1,4,3,3,0,0
5,88,3.28,7,1,3,0,2,0,9,0,4,4,2,1,2,1
7,2,3.8,7,2,0,0,9,0,4,3,10,0,10,3,2,0
2,63,3.92,3,2,4,0,9,1,2,3,2,1,4,4,2,0
0,9,2.86,9,1,4,0,9,1,4,4,1,4,3,1,3,1
12,23,3.02,10,1,0,0,3,0,0,2,3,2,3,4,0,0
12,66,3.71,9,1,4,1,2,1,3,0,2,3,0,2,3,0
11,73,3.957443075060752,0,0,4,0,6,0,1,2,4,4,0,1,3,1
13,77,3.44,6,1,4,0,3,1,0,1,0,1,0,0,2,0
10,4,3.85,6,2,1,1,3,0,1,8,4,3,4,1,4,0
13,74,2.14,7,1,4,1,8,0,3,3,3,1,4,3,4,1
6,28,2.18,0,0,0,0,4,0,0,3,1,1,4,3,2,0
2,34,3.32,0,2,1,0,1,1,2,4,4,0,4,1,0,0
10,60,2.86,1,2,3,0,6,0,3,9,0,2,3,3,4,1
6,84,3.38,8,0,4,1,9,0,4,4,3,4,4,4,0,0
4,49,2.21,5,1,4,1,6,0,1,1,2,4,3,2,3,1
14,42,2.47,0,0,1,0,1,1,2,0,1,0,2,2,3,1
6,84,2.33,9,1,1,0,8,0,3,3,3,2,2,0,4,0
14,80,2.82,7,2,4,0,2,1,0,3,4,0,4,1,0,0
3,37,2.03,5,0,1,1,7,0,4,10,1,2,3,0,4,0
1,12,2.04,9,2,5,0,3,1,4,1,1,1,0,2,2,1
9,54,2.53,5,1,2,0,1,1,3,10,4,4,1,3,2,1
8,38,3.65,0,2,2,1,7,0,4,4,0,1,10,2,1,1
2,89,3.58,3,2,2,1,1,1,0,0,2,3,3,0,0,0
9,55,3.62,2,0,2,1,3,0,2,9,0,2,1,1,1,1
1,12,2.88,1,1,5,0,7,1,0,2,3,2,0,2,4,1
11,33,3.8166417411664977,8,1,0,0,1,0,1,0,4,3,0,3,4,0
0,8,2.71,9,2,0,0,3,1,4,1,0,2,0,4,3,1
6,35,3.26,7,0,3,1,2,1,3,4,2,1,3,4,4,1
3,46,3.45,0,1,2,1,4,0,4,10,1,4,3,4,2,1
5,43,3.69,8,1,4,0,8,0,7,2,1,0,3,1,4,1
0,87,3.68,4,0,3,0,6,1,2,1,2,4,2,3,1,0
9,57,2.8,4,0,4,1,1,1,0,8,0,4,0,3,2,1
14,48,2.03,3,2,4,0,7,0,2,1,1,2,2,2,4,1
5,43,2.94,5,2,1,1,4,1,9,0,4,2,1,2,3,0
8,27,2.16,5,0,3,0,2,0,0,2,0,0,10,2,3,1
1,7,3.42,0,2,3,1,5,0,0,2,1,1,4,3,1,0
10,59,3.9,5,0,2,1,5,1,1,10,3,1,1,3,2,0
13,77,3.34,4,1,0,1,2,0,4,2,1,2,3,0,4,1
1,10,3.3,2,2,5,1,9,0,0,1,0,0,4,1,2,1
11,71,3.5398945618170004,5,2,0,0,7,1,1,0,0,2,1,3,0,0
4,72,2.7,9,0,0,1,2,1,3,3,0,0,4,2,1,1
1,47,2.95,9,2,4,0,1,1,2,4,1,0,3,1,1,1
13,74,2.49,6,2,2,0,5,0,2,4,2,0,2,1,1,1
14,79,2.97,9,2,3,1,7,1,1,3,1,0,0,4,2,0
6,75,2.38,2,0,4,1,3,1,3,4,0,2,3,1,0,1
2,15,3.07,9,2,2,0,0,0,2,0,1,2,4,0,3,1
4,49,3.38,3,1,4,1,7,0,0,2,3,2,0,4,4,0
5,43,3.27,6,2,3,0,1,0,8,4,1,3,4,0,3,0
3,25,2.13,8,0,3,0,0,0,2,10,1,3,0,1,1,1
1,45,3.63,7,0,5,0,3,0,1,4,2,0,1,0,4,1
8,3,3.11,3,0,1,0,1,0,0,0,1,4,8,4,1,0
3,58,3.68,7,2,4,1,2,1,1,7,3,4,3,3,2,0
5,0,3.34,0,1,4,1,8,1,9,2,1,3,4,0,4,1
13,13,3.85,9,2,4,1,1,1,4,3,1,1,0,2,1,1
0,8,2.47,3,2,1,1,1,1,0,0,3,0,3,0,2,1
13,74,2.1,0,2,0,0,2,1,1,3,1,2,0,3,0,1
3,25,3.3,0,0,1,1,9,1,2,9,2,1,0,4,2,1
1,10,2.25,6,2,3,1,5,0,4,4,0,4,3,0,0,0
4,72,2.18,5,2,2,1,7,0,3,1,2,1,2,1,3,1
5,0,2.33,9,1,2,0,3,0,8,0,3,2,3,0,2,0
8,51,2.21,1,2,4,0,7,1,1,4,0,3,10,4,2,1
9,70,2.8,7,1,4,0,9,1,2,10,4,3,3,0,3,1
0,8,3.81,1,1,0,1,5,0,4,0,2,0,3,0,0,0
10,59,3.14,6,2,0,1,1,0,0,7,1,0,0,0,2,1
4,72,2.1,8,1,1,0,1,1,2,2,2,2,2,3,3,1
5,30,3.29,3,2,4,0,1,0,9,1,2,3,0,2,3,1
2,17,3.64,4,1,4,0,2,0,3,0,0,4,2,0,0,1
7,5,2.59,0,2,1,0,1,1,2,4,10,4,10,3,3,0
7,62,2.69,5,1,1,1,4,0,3,2,10,0,8,1,4,0
12,24,2.36,7,0,0,1,9,0,1,2,1,3,2,0,0,0
3,25,3.32,7,2,4,0,3,1,4,10,3,2,2,0,2,0
13,74,2.11,5,2,3,0,4,1,0,3,1,4,0,2,3,0
4,6,2.09,8,1,1,0,0,1,0,3,2,2,0,1,0,0
2,15,3.66,7,2,1,1,9,1,1,2,4,1,2,4,1,1
8,1,2.21,0,1,3,0,2,0,0,0,4,0,8,3,3,0
11,71,3.8010843846944415,5,1,3,1,0,0,4,2,0,0,4,1,3,0
6,35,2.55,4,1,2,1,1,1,3,4,2,4,0,1,2,1
7,41,2.18,9,0,2,0,7,1,3,1,7,3,9,2,4,0
11,68,3.677922955622485,5,2,1,0,3,0,0,0,2,1,0,1,2,1
3,25,3.23,2,0,4,1,8,1,1,8,4,1,2,1,4,0
0,50,2.76,1,0,0,0,2,1,0,4,0,3,2,3,4,1
12,64,3.42,9,0,0,0,0,1,1,2,0,1,0,0,2,0
6,75,3.22,3,2,2,1,2,1,2,1,0,1,1,3,4,1
13,67,2.38,3,1,3,1,4,1,0,2,2,2,4,1,4,1
5,30,3.75,4,0,4,1,9,1,8,1,4,4,3,3,0,1
6,86,3.97,6,2,1,0,4,0,0,1,0,3,0,2,2,1
11,73,3.92179347279677,6,0,1,1,3,1,2,3,4,2,0,3,4,0
3,37,2.1,0,2,0,1,5,0,3,8,4,1,4,4,4,0
11,73,3.904837129044037,7,1,3,0,3,0,3,4,3,1,3,0,4,0
1,10,2.93,8,1,5,0,1,1,1,2,2,1,4,4,4,1
12,23,3.21,9,1,0,0,3,0,1,1,2,2,2,0,2,0
7,41,2.6,7,0,3,1,9,1,3,1,7,2,7,0,1,1
2,17,2.7,0,0,1,0,8,1,3,1,3,2,2,1,0,0
12,83,3.03,8,1,2,0,2,0,4,2,0,3,2,0,1,1
7,2,3.14,0,2,1,0,2,1,2,4,8,1,8,2,1,1
3,37,2.71,7,0,1,0,5,1,2,8,2,3,0,1,2,0
0,50,2.78,3,1,1,1,0,0,0,2,1,1,2,3,0,1
3,25,2.47,5,2,3,1,8,1,2,10,1,3,4,1,4,0
2,17,2.74,2,1,1,0,5,0,1,0,0,0,3,2,1,0
6,35,2.72,1,1,4,1,6,1,3,3,1,3,1,3,0,1
5,82,3.7,9,2,4,1,2,0,7,3,4,3,1,0,3,0
9,52,3.53,1,0,3,1,9,0,1,8,4,4,1,4,2,0
5,30,3.11,7,2,4,0,4,1,9,3,0,1,3,3,2,1
8,3,3.98,0,0,4,1,9,1,3,1,0,2,10,0,2,1
11,85,3.662330633592597,3,1,3,0,8,1,4,3,2,4,4,4,1,0
11,73,3.928142564023381,0,1,0,0,8,1,0,3,2,0,4,4,2,0
3,25,3.8,8,1,1,1,3,1,3,9,1,4,0,3,2,0
4,69,2.54,3,2,4,0,3,1,3,1,1,0,4,4,1,0
1,10,2.29,3,0,4,1,6,1,4,4,0,0,3,0,3,0
10,59,3.62,1,2,3,0,4,1,4,7,1,0,0,1,3,0
6,75,3.73,9,1,4,1,4,0,4,3,4,3,3,2,3,1
11,85,3.917743077821648,0,1,2,0,6,1,1,3,3,4,2,0,1,1
1,47,3.75,5,2,4,1,5,0,4,1,4,3,1,1,4,1
4,69,2.89,6,1,2,0,9,1,4,1,3,0,0,1,4,1
5,82,2.15,2,2,1,0,6,1,8,1,4,1,2,0,1,0
10,18,3.8,6,2,3,1,6,0,1,9,3,4,3,1,1,1
4,6,3.99,8,1,0,1,8,0,0,3,1,3,4,4,3,1
11,85,3.709624624659483,5,0,3,1,2,0,2,1,2,1,0,0,4,1
10,59,3.45,8,1,3,0,6,1,0,10,0,0,1,1,2,1
7,36,2.93,7,2,4,1,3,1,4,3,9,4,8,1,3,1
0,87,2.07,0,0,3,0,4,0,4,1,1,2,2,4,1,0
8,38,3.25,9,1,4,1,2,1,4,3,2,4,7,0,4,1
6,75,2.09,5,2,1,0,0,1,1,1,0,0,1,3,3,1
11,71,3.890392741682738,6,0,1,0,0,1,1,1,1,0,3,4,3,0
0,87,2.16,1,1,4,0,9,1,1,4,3,3,3,0,0,1
0,9,3.06,3,1,2,1,4,0,1,4,3,1,0,4,1,1
8,3,2.81,1,2,4,1,1,1,4,3,1,0,10,0,1,0
8,27,2.53,0,2,0,0,8,1,1,2,0,1,8,2,2,1
14,80,3.31,4,0,3,1,7,0,0,1,2,4,4,2,4,0
14,26,2.35,0,2,1,0,6,1,1,4,2,3,0,3,4,1
6,28,3.44,6,0,1,1,1,1,4,1,3,2,0,0,3,0
7,19,2.89,2,0,3,0,5,0,2,2,7,1,9,1,3,0
1,12,2.69,0,0,5,0,4,0,1,2,3,3,2,2,1,1
1,10,2.48,5,0,5,1,6,0,4,0,2,1,4,2,0,1
12,24,3.78,6,2,2,0,4,0,0,4,1,0,3,2,3,1
9,70,3.3,0,0,3,0,6,0,3,9,4,4,2,0,4,0
0,50,3.56,4,1,1,0,1,1,1,0,0,2,0,3,0,1
5,43,3.64,6,1,1,0,0,1,8,3,4,1,0,0,0,0
1,45,3.7,7,2,5,1,2,1,0,2,1,4,4,1,3,1
8,40,3.45,8,1,2,1,9,1,1,0,2,3,7,4,0,1
6,28,3.51,2,1,4,1,5,0,4,1,1,0,2,1,0,0
2,89,2.42,2,1,2,0,3,1,2,3,2,4,1,4,4,1
13,67,3.29,3,2,0,0,6,0,0,3,0,3,4,0,3,0
4,20,3.11,0,0,0,1,4,0,0,0,2,4,3,3,0,0
14,48,2.41,9,0,0,1,2,1,1,3,0,0,2,2,3,1
3,37,3.97,3,1,4,0,3,0,4,9,2,3,1,4,0,1
3,58,3.29,5,1,4,1,2,0,1,8,2,2,2,0,2,1
0,50,3.53,5,0,0,0,5,0,4,2,4,3,0,0,2,0
12,24,3.47,8,1,0,1,4,1,4,4,4,4,1,3,3,0
13,77,2.17,1,2,3,1,6,1,3,2,4,1,1,3,1,0
14,42,2.13,7,1,3,0,1,0,4,3,0,2,1,4,2,0
0,50,2.85,8,2,0,0,6,1,4,3,3,4,4,2,0,1
11,33,3.590177984140826,2,2,2,1,0,0,2,0,1,3,4,1,0,1
11,68,3.779946550767975,6,0,0,1,5,0,2,2,2,3,4,4,2,1
6,86,3.15,3,1,0,1,6,0,1,2,0,1,2,3,1,0
5,29,3.34,5,1,1,1,9,1,7,2,0,0,2,2,1,0
14,65,3.37,2,2,3,1,4,1,3,4,4,3,2,1,2,0
8,38,3.94,4,2,3,1,6,1,1,4,2,1,8,1,2,0
12,24,3.42,9,1,3,0,8,1,4,4,2,2,0,2,1,1
2,14,2.48,4,1,1,1,2,1,2,2,3,4,4,2,4,0
1,7,2.77,8,2,5,0,5,1,2,2,4,0,1,3,4,1
0,53,3.3,6,2,0,1,1,1,0,0,1,3,3,1,3,1
12,24,2.76,10,2,3,0,7,1,0,3,2,0,0,4,1,0
13,74,2.05,5,2,2,1,0,0,1,0,3,4,3,2,2,0
4,49,2.74,3,0,3,0,7,0,1,2,1,2,1,0,2,0
4,20,2.66,5,2,1,0,2,0,0,3,3,0,4,0,1,0
3,58,2.03,3,0,0,1,0,0,4,8,2,4,3,0,1,1
11,31,3.948285762484639,0,1,1,1,0,0,2,1,2,1,2,1,0,0
4,72,3.05,0,0,4,1,0,1,2,1,0,4,2,2,4,1
5,30,2.28,0,2,1,1,8,1,8,0,2,1,2,4,1,1
2,34,3.42,5,1,4,0,9,1,0,1,1,3,3,3,0,0
8,38,2.89,3,0,1,0,2,1,2,1,1,4,8,2,1,0
0,9,3.59,7,2,3,1,6,1,2,2,4,2,4,4,2,0
9,55,3.44,3,0,1,1,9,0,4,10,4,4,3,0,2,1
9,56,3.69,8,1,1,0,2,1,0,9,3,0,2,1,4,0
7,41,3.12,5,0,4,1,4,1,3,4,7,4,7,4,4,0
11,73,3.515169623409159,6,2,0,1,8,1,3,2,4,2,4,3,4,1
7,19,3.06,5,1,1,1,7,1,4,0,7,0,9,2,4,1
14,22,3.02,8,0,4,1,8,1,4,1,4,4,0,4,2,0
4,69,3.69,3,1,2,1,9,1,4,0,1,4,4,2,1,0
4,72,3.22,0,1,2,1,5,1,0,1,4,4,3,2,0,1
11,33,3.962331344145798,8,2,0,0,9,1,3,1,1,3,0,1,0,0
12,23,2.86,5,1,4,0,9,1,4,4,1,0,1,2,1,1
13,74,3.73,5,0,1,1,7,0,0,4,4,2,4,1,4,0
8,51,3.27,6,1,0,1,4,0,0,3,4,1,8,2,2,1
10,60,2.69,3,1,0,0,5,0,0,10,4,4,4,3,1,0
10,4,2.12,6,2,4,1,7,0,0,8,1,4,4,4,3,1
7,2,3.84,8,2,2,1,9,1,4,3,10,1,10,1,3,1
7,19,2.36,6,2,0,0,5,1,2,0,8,1,8,0,4,0
6,75,3.46,7,2,0,1,3,0,2,1,4,1,0,1,0,0
1,47,3.63,2,2,3,1,3,0,0,3,1,3,1,3,1,1
0,53,2.0,9,0,3,0,7,0,2,4,2,1,3,0,1,0
10,60,2.65,3,1,4,0,5,0,3,10,0,0,4,0,4,1
13,13,3.57,3,2,3,1,2,1,0,4,0,2,1,3,0,0
11,33,3.661597032662168,1,1,2,0,3,0,4,2,2,0,3,4,2,0
9,70,3.1,5,1,3,0,7,0,2,7,4,0,1,1,1,0
5,88,2.87,4,1,2,1,8,0,10,4,4,4,4,2,3,0
5,0,2.32,2,2,1,1,2,0,8,3,3,4,4,4,2,0
11,68,3.677497520519177,8,0,2,1,6,1,2,3,3,1,2,1,1,1
2,17,2.69,5,1,4,0,8,0,3,0,2,4,2,0,1,1
11,71,3.836602123007905,8,1,2,1,3,1,0,1,1,1,1,1,2,1
6,28,2.52,2,1,1,0,6,1,1,3,4,4,3,1,4,1
0,50,2.7,7,0,4,0,8,0,4,2,0,0,4,0,0,1
11,85,3.995087896815359,4,0,1,1,2,0,2,3,4,3,3,2,0,1
1,45,2.62,2,1,4,1,7,0,0,0,3,2,4,2,0,0
0,87,3.78,2,0,0,1,8,1,0,0,0,1,1,3,2,1
10,4,3.63,2,2,0,0,3,1,0,10,3,3,0,1,3,1
13,74,3.28,3,2,4,1,0,0,2,3,3,2,4,0,3,0
8,3,2.94,7,0,3,0,6,0,3,0,3,4,10,2,3,1
3,37,2.89,7,0,1,0,5,0,3,10,1,3,0,0,1,1
10,60,2.89,9,1,3,0,6,1,2,7,1,0,4,3,3,0
8,38,3.31,9,1,1,0,1,1,2,1,1,3,9,4,3,1
1,7,2.84,6,1,3,1,6,1,3,0,0,4,2,1,0,1
8,40,2.91,9,1,3,1,6,0,3,0,4,0,7,0,4,1
0,9,3.37,0,1,4,1,0,0,0,0,2,2,3,1,3,1
8,78,2.74,4,1,3,1,0,1,3,4,4,1,10,0,4,1
12,24,2.58,8,2,3,0,3,0,0,3,2,4,1,0,0,0
4,6,3.89,8,1,1,0,3,1,4,3,2,4,4,2,0,0
1,7,2.29,0,1,5,0,6,0,2,0,0,0,3,4,0,1
4,6,2.1,2,2,4,1,1,1,3,1,2,1,4,4,1,0
12,24,3.4,5,0,3,1,5,1,4,1,4,0,3,1,3,1
5,29,2.17,4,0,3,1,0,0,7,2,2,2,4,1,4,0
2,63,2.06,8,1,3,0,2,0,3,1,4,3,0,2,4,0
12,23,3.28,8,0,3,1,0,0,0,2,2,1,4,0,3,0
7,62,2.1,7,1,3,1,5,1,2,1,7,1,7,2,3,1
1,12,3.3,5,1,4,1,5,1,3,3,2,4,4,3,3,0
4,20,2.84,2,2,0,0,9,1,2,4,0,3,3,0,4,1
6,84,2.54,9,0,0,0,3,1,4,0,3,4,0,0,3,0
6,28,3.0,9,0,4,1,9,1,2,3,3,3,0,2,0,1
11,71,3.750675496816873,3,0,4,0,5,0,0,1,2,1,1,2,4,0
13,77,3.38,6,2,2,0,7,0,4,4,1,0,4,4,3,0
13,67,2.98,3,0,1,1,0,0,2,4,0,1,3,2,4,1
14,11,2.27,8,0,0,1,5,0,3,2,2,4,1,1,4,1
5,43,2.89,6,2,0,1,6,0,8,0,2,4,1,1,3,1
6,84,2.49,9,1,4,1,2,0,0,4,4,0,3,1,1,1
14,11,2.52,6,0,3,0,3,0,4,3,2,2,4,2,1,0
2,15,3.17,3,0,0,0,7,0,0,4,0,4,2,1,1,1
0,87,3.25,6,0,2,1,2,1,3,3,3,2,2,3,1,0
6,35,2.73,4,0,0,0,4,0,0,2,3,2,1,3,2,0
14,42,2.91,9,0,0,0,2,1,1,4,2,4,2,0,1,1
2,34,3.86,3,2,3,1,5,1,0,3,4,1,2,3,1,0
9,55,2.57,9,0,1,0,8,0,0,10,3,0,1,2,1,1
